ID_WATER_P,WP_OLDNAME,PLATE_ID,EASTINGX,NORTHINGY,DISTRICT_N,TA_NAME,VILLAGE_SI,WATER_SOUR,PUMP_TYPE,CONDITION,CONSTRUCTI,FUNDS,SERVICES
309_0936,0,0,789476.00000,8261576.00000,Phalombe,Nazombe TA,Manase,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0937,0,0,787722.00000,8258884.00000,Phalombe,Nazombe TA,Mandanda,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0940,0,0,786570.00000,8261994.00000,Phalombe,Nazombe TA,Mandeula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0941,0,0,786204.00000,8262993.00000,Phalombe,Nazombe TA,Mandeula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0942,0,0,787838.00000,8261567.00000,Phalombe,Nazombe TA,Mandeule 11,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0943,0,0,787834.00000,8261570.00000,Phalombe,Nazombe TA,Mandeule 11,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0944,0,0,787831.00000,8261696.00000,Phalombe,Nazombe TA,Mandeule 11,gravity fed standpipe,no pump,functional,1981,unknown,unknown
309_0945,0,0,793083.00000,8261965.00000,Phalombe,Nazombe TA,Mankhanamba,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0973,0,0,790201.00000,8262495.00000,Phalombe,Nazombe TA,Mulera,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1012,0,0,785503.00000,8255494.00000,Phalombe,Nazombe TA,Njumwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1000,0,0,787839.00000,8260925.00000,Phalombe,Nazombe TA,Nandolo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1001,0,0,788264.00000,8256729.00000,Phalombe,Nazombe TA,Nantali,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1002,0,0,788540.00000,8256880.00000,Phalombe,Nazombe TA,Nantali,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1003,0,0,792638.00000,8261495.00000,Phalombe,Nazombe TA,Nasiyaya,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1004,0,0,792262.00000,8261369.00000,Phalombe,Nazombe TA,Nasiyaya,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1005,0,0,787099.00000,8260550.00000,Phalombe,Nazombe TA,Nasiyo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1013,0,0,785408.00000,8256485.00000,Phalombe,Nazombe TA,Njumwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1014,0,0,784513.00000,8256073.00000,Phalombe,Nazombe TA,Njumwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1015,0,0,785369.00000,8255009.00000,Phalombe,Nazombe TA,Njumwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1016,0,0,793113.00000,8258349.00000,Phalombe,Nazombe TA,Nyalugwe,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0983,0,0,788628.00000,8259231.00000,Phalombe,Nazombe TA,Mvahiwa,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0999,0,0,787959.00000,8260639.00000,Phalombe,Nazombe TA,Nandolo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0985,0,0,790396.00000,8264076.00000,Phalombe,Nazombe TA,Mwangala,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0998,0,0,787577.00000,8260985.00000,Phalombe,Nazombe TA,Nandolo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0988,0,0,789614.00000,8259957.00000,Phalombe,Nazombe TA,Nakholo,gravity fed standpipe,no pump,functional,1960,unknown,unknown
309_0989,0,0,785764.00000,8252490.00000,Phalombe,Nazombe TA,Nalingula 1,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0990,0,0,784630.00000,8252844.00000,Phalombe,Nazombe TA,Nalingula 1,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0991,0,0,785631.00000,8252178.00000,Phalombe,Nazombe TA,Nalingula 1,gravity fed standpipe,no pump,functional,1976,unknown,unknown
309_0992,0,0,785383.00000,8252345.00000,Phalombe,Nazombe TA,Nalingula 1,gravity fed standpipe,no pump,functional,1976,unknown,unknown
309_0993,0,0,789436.00000,8260827.00000,Phalombe,Nazombe TA,Nalivata,gravity fed standpipe,no pump,functional,1965,unknown,unknown
309_0994,0,0,793017.00000,8259482.00000,Phalombe,Nazombe TA,Namata,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0995,0,0,794230.00000,8259727.00000,Phalombe,Nazombe TA,Namata,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0996,0,0,793706.00000,8259534.00000,Phalombe,Nazombe TA,Namata,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0920,0,0,783488.00000,8253545.00000,Phalombe,Nazombe TA,Likaka,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0922,0,0,783561.00000,8254183.00000,Phalombe,Nazombe TA,Likaka,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0866,0,0,784648.00000,8249657.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_0867,0,0,785028.00000,8249218.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_0868,0,0,784340.00000,8249962.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_1639,0,0,800308.00000,8239906.00000,Phalombe,Nazombe TA,Yohane,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0871,0,0,784819.00000,8251050.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_0909,0,0,787967.00000,8259916.00000,Phalombe,Nazombe TA,Kaduya,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0869,0,0,784651.00000,8251068.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_0902,0,0,789000.00000,8259331.00000,Phalombe,Nazombe TA,Jardeni,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0903,0,0,789007.00000,8260871.00000,Phalombe,Nazombe TA,Jardeni,gravity fed standpipe,no pump,functional,1965,unknown,unknown
309_0904,0,0,787384.00000,8261415.00000,Phalombe,Nazombe TA,Jeke,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0896,0,0,787886.00000,8263982.00000,Phalombe,Nazombe TA,Gogodera,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_0908,0,0,787846.00000,8259980.00000,Phalombe,Nazombe TA,Kaduya,gravity fed standpipe,no pump,functional,1998,unknown,unknown
309_0895,0,0,788501.00000,8260405.00000,Phalombe,Nazombe TA,Ganeti,gravity fed standpipe,no pump,functional,1965,unknown,unknown
309_0910,0,0,788022.00000,8259695.00000,Phalombe,Nazombe TA,Kaduya,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_1024,0,0,788338.00000,8258128.00000,Phalombe,Nazombe TA,Sakwedwa,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0907,0,0,787964.00000,8259830.00000,Phalombe,Nazombe TA,Kaduya,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0921,0,0,783222.00000,8252972.00000,Phalombe,Nazombe TA,Likaka,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0872,0,0,784691.00000,8250328.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_0873,0,0,784694.00000,8250168.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_0875,0,0,795353.00000,8262434.00000,Phalombe,Nazombe TA,Chabe,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_0870,0,0,784579.00000,8254006.00000,Phalombe,Nazombe TA,Bokosi,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_0886,0,0,787969.00000,8259154.00000,Phalombe,Nazombe TA,Chiumbuzo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0887,0,0,788414.00000,8258858.00000,Phalombe,Nazombe TA,Chiumbuzo,gravity fed standpipe,no pump,functional,1997,unknown,unknown
309_0888,0,0,795845.00000,8262778.00000,Phalombe,Nazombe TA,Chiwoko,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0890,0,0,796216.00000,8263419.00000,Phalombe,Nazombe TA,Chiwoko,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_0891,0,0,792397.00000,8264176.00000,Phalombe,Nazombe TA,Filisa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0892,0,0,792651.00000,8262851.00000,Phalombe,Nazombe TA,Filisa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0893,0,0,792369.00000,8263760.00000,Phalombe,Nazombe TA,Filisa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0894,0,0,788245.00000,8260247.00000,Phalombe,Nazombe TA,Ganeti,gravity fed standpipe,no pump,functional,1965,unknown,unknown
309_0881,0,0,787832.00000,8261837.00000,Phalombe,Nazombe TA,Chamasowa Kaduya,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1166,0,0,774920.00000,8247351.00000,Phalombe,Nazombe TA,Mangoza,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1154,0,0,783402.00000,8256966.00000,Phalombe,Nazombe TA,Maholiya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1155,0,0,785242.00000,8257562.00000,Phalombe,Nazombe TA,Maholiya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1156,0,0,775305.00000,8250937.00000,Phalombe,Nazombe TA,Makhanyera,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1157,0,0,775699.00000,8251018.00000,Phalombe,Nazombe TA,Makhanyera,gravity fed standpipe,no pump,functional,2000,unknown,unknown
309_1158,0,0,775098.00000,8249932.00000,Phalombe,Nazombe TA,Makhanyera,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1159,0,0,776637.00000,8248109.00000,Phalombe,Nazombe TA,Makolera,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1160,0,0,776027.00000,8247878.00000,Phalombe,Nazombe TA,Makolera,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1161,0,0,777863.00000,8248670.00000,Phalombe,Nazombe TA,Makwete,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1162,0,0,778733.00000,8249181.00000,Phalombe,Nazombe TA,Makwete,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1163,0,0,778399.00000,8248836.00000,Phalombe,Nazombe TA,Makwete,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1165,0,0,775837.00000,8247712.00000,Phalombe,Nazombe TA,Mangoza,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1151,0,0,784143.00000,8256767.00000,Phalombe,Nazombe TA,Maholiya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1167,0,0,775471.00000,8247636.00000,Phalombe,Nazombe TA,Mangoza,gravity fed standpipe,no pump,functional,2000,unknown,unknown
309_1168,0,0,774700.00000,8247746.00000,Phalombe,Nazombe TA,Mangoza,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1169,0,0,775255.00000,8247351.00000,Phalombe,Nazombe TA,Mangoza,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1164,0,0,779007.00000,8249456.00000,Phalombe,Nazombe TA,Makwete,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1131,0,0,771768.00000,8248480.00000,Phalombe,Nazombe TA,Kuchombe,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1132,0,0,771992.00000,8248536.00000,Phalombe,Nazombe TA,Kuchombe,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1133,0,0,780056.00000,8251792.00000,Phalombe,Nazombe TA,Kukhuwa,gravity fed standpipe,no pump,not functional,1971,unknown,unknown
309_1153,0,0,784598.00000,8255982.00000,Phalombe,Nazombe TA,Maholiya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1152,0,0,784525.00000,8257402.00000,Phalombe,Nazombe TA,Maholiya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1143,0,0,779690.00000,8248794.00000,Phalombe,Nazombe TA,Lomoliwa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1144,0,0,779152.00000,8248490.00000,Phalombe,Nazombe TA,Lomoliwa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1145,0,0,777314.00000,8253634.00000,Phalombe,Nazombe TA,Magololo,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1146,0,0,777509.00000,8253813.00000,Phalombe,Nazombe TA,Magololo,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1148,0,0,777484.00000,8253547.00000,Phalombe,Nazombe TA,Magololo,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1150,0,0,777393.00000,8252783.00000,Phalombe,Nazombe TA,Magololo,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1205,0,0,780582.00000,8255034.00000,Phalombe,Nazombe TA,Mkhumba,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1213,0,0,771025.00000,8248984.00000,Phalombe,Nazombe TA,Mapmbachulu,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1202,0,0,780181.00000,8255672.00000,Phalombe,Nazombe TA,Mkhumba,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1215,0,0,770907.00000,8250146.00000,Phalombe,Nazombe TA,Mapmbachulu,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1191,0,0,785040.00000,8251688.00000,Phalombe,Nazombe TA,Mbodi,gravity fed standpipe,no pump,functional,1979,unknown,unknown
309_1181,0,0,783041.00000,8258262.00000,Phalombe,Nazombe TA,Matekenya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1182,0,0,783262.00000,8257931.00000,Phalombe,Nazombe TA,Matekenya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1183,0,0,782854.00000,8258902.00000,Phalombe,Nazombe TA,Matekenya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1204,0,0,780415.00000,8255707.00000,Phalombe,Nazombe TA,Mkhumba,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1190,0,0,784910.00000,8252110.00000,Phalombe,Nazombe TA,Mbodi,gravity fed standpipe,no pump,functional,1979,unknown,unknown
309_1203,0,0,780586.00000,8256090.00000,Phalombe,Nazombe TA,Mkhumba,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1192,0,0,781188.00000,8253014.00000,Phalombe,Nazombe TA,Mdoda,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_1193,0,0,780151.00000,8252876.00000,Phalombe,Nazombe TA,Mdoda,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1201,0,0,779823.00000,8255891.00000,Phalombe,Nazombe TA,Mkhumba,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1051,0,0,783771.00000,8250500.00000,Phalombe,Nazombe TA,Chingwalu,gravity fed standpipe,no pump,functional,1987,unknown,unknown
309_1052,0,0,783471.00000,8250521.00000,Phalombe,Nazombe TA,Chingwalu,gravity fed standpipe,no pump,functional,1987,unknown,unknown
309_1053,0,0,782813.00000,8249690.00000,Phalombe,Nazombe TA,Chingwalu,gravity fed standpipe,no pump,functional,1987,unknown,unknown
309_1054,0,0,779898.00000,8251344.00000,Phalombe,Nazombe TA,Chiopsa,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_1055,0,0,781787.00000,8251636.00000,Phalombe,Nazombe TA,Chiopsa,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_1056,0,0,781011.00000,8251233.00000,Phalombe,Nazombe TA,Chiopsa,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1057,0,0,780964.00000,8251718.00000,Phalombe,Nazombe TA,Chiopsa,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_1058,0,0,777461.00000,8248243.00000,Phalombe,Nazombe TA,Daundi,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1059,0,0,777350.00000,8247908.00000,Phalombe,Nazombe TA,Daundi,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1060,0,0,777716.00000,8248394.00000,Phalombe,Nazombe TA,Daundi,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1048,0,0,779024.00000,8250619.00000,Phalombe,Nazombe TA,Chimtengo,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1064,0,0,788562.00000,8261180.00000,Phalombe,Nazombe TA,Hebu,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1065,0,0,780773.00000,8251613.00000,Phalombe,Nazombe TA,Helepa,gravity fed standpipe,no pump,functional,1971,unknown,unknown
309_1066,0,0,781909.00000,8257610.00000,Phalombe,Nazombe TA,Jimu,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1067,0,0,782330.00000,8257309.00000,Phalombe,Nazombe TA,Jimu,gravity fed standpipe,no pump,not functional,2003,unknown,unknown
309_1070,0,0,781620.00000,8251226.00000,Phalombe,Nazombe TA,Kachinga,gravity fed standpipe,no pump,functional,2001,unknown,unknown
309_1061,0,0,778201.00000,8248043.00000,Phalombe,Nazombe TA,Daundi,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1037,0,0,773012.00000,8248066.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1027,0,0,795771.00000,8263241.00000,Phalombe,Nazombe TA,Tiki,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1030,0,0,791437.00000,8258829.00000,Phalombe,Nazombe TA,Ulolo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1031,0,0,790698.00000,8257800.00000,Phalombe,Nazombe TA,Ulolo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1032,0,0,792050.00000,8258376.00000,Phalombe,Nazombe TA,Ulolo,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1033,0,0,782342.00000,8260687.00000,Phalombe,Nazombe TA,Chamasowa,gravity fed standpipe,no pump,not functional     ,2002,unknown,unknown
309_1034,0,0,772957.00000,8248623.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1050,0,0,779628.00000,8249568.00000,Phalombe,Nazombe TA,Chimtengo,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1036,0,0,772580.00000,8248683.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1049,0,0,778930.00000,8250227.00000,Phalombe,Nazombe TA,Chimtengo,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1038,0,0,773509.00000,8247937.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1039,0,0,773071.00000,8247451.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1040,0,0,773459.00000,8248441.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1041,0,0,773985.00000,8248455.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1042,0,0,783213.00000,8249859.00000,Phalombe,Nazombe TA,Chibwana,gravity fed standpipe,no pump,functional,2001,unknown,unknown
309_1047,0,0,780580.00000,8249145.00000,Phalombe,Nazombe TA,Chimtengo,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1035,0,0,772737.00000,8248045.00000,Phalombe,Nazombe TA,Chanasa,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1101,0,0,771779.00000,8249130.00000,Phalombe,Nazombe TA,Kazombo,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1100,0,0,774246.00000,8250706.00000,Phalombe,Nazombe TA,Kazombo,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1228,0,0,781516.00000,8249466.00000,Phalombe,Nazombe TA,Mpheni,gravity fed standpipe,no pump,functional,2003,unknown,unknown
